province_id,year,code,score
54,2012,D1,5.330583
54,2012,D2,4.559778
54,2012,D3,5.247579
54,2012,D4,5.70197
54,2012,D5,6.930822
54,2012,D6,6.560279
55,2012,D1,5.380659
55,2012,D2,5.722248
55,2012,D3,5.825734
55,2012,D4,6.557142
55,2012,D5,7.270749
55,2012,D6,7.234171
56,2012,D1,4.343835
56,2012,D2,5.309925
56,2012,D3,5.624056
56,2012,D4,6.173401
56,2012,D5,7.070961
56,2012,D6,6.673457
57,2012,D1,4.691073
57,2012,D2,5.076869
57,2012,D3,5.02952
57,2012,D4,5.419241
57,2012,D5,6.538087
57,2012,D6,6.869814
58,2012,D1,5.011768
58,2012,D2,4.776906
58,2012,D3,4.417272
58,2012,D4,5.146751
58,2012,D5,6.642651
58,2012,D6,7.041935
59,2012,D1,5.814761
59,2012,D2,5.453095
59,2012,D3,5.652103
59,2012,D4,6.21728
59,2012,D5,6.851487
59,2012,D6,6.766375
60,2012,D1,4.951166
60,2012,D2,5.546455
60,2012,D3,5.76894
60,2012,D4,6.41671
60,2012,D5,6.810816
60,2012,D6,6.935107
61,2012,D1,4.578633
61,2012,D2,5.200961
61,2012,D3,5.916937
61,2012,D4,7.0054
61,2012,D5,6.424181
61,2012,D6,6.74466
62,2012,D1,4.542979
62,2012,D2,4.655468
62,2012,D3,4.740825
62,2012,D4,5.621454
62,2012,D5,6.8063
62,2012,D6,6.984996
63,2012,D1,4.551349
63,2012,D2,5.046576
63,2012,D3,5.337072
63,2012,D4,6.17285
63,2012,D5,6.578232
63,2012,D6,6.134304
1,2013,D1,5.108392
1,2013,D2,5.22986
1,2013,D3,4.967155
1,2013,D4,5.170728
1,2013,D5,7.266743
1,2013,D6,6.471526
2,2013,D1,5.182518
2,2013,D2,6.02566
2,2013,D3,5.268156
2,2013,D4,6.05101
2,2013,D5,6.601561
2,2013,D6,6.418707
3,2013,D1,5.386935
3,2013,D2,6.07093
3,2013,D3,5.583058
3,2013,D4,6.414939
3,2013,D5,7.269672
3,2013,D6,6.6983
4,2013,D1,5.573787
4,2013,D2,6.26209
4,2013,D3,6.032667
4,2013,D4,6.159425
4,2013,D5,7.22683
4,2013,D6,6.78675
5,2013,D1,5.108504
5,2013,D2,5.346524
5,2013,D3,4.821747
5,2013,D4,5.487986
5,2013,D5,6.857337
5,2013,D6,6.775338
6,2013,D1,5.709529
6,2013,D2,6.047609
6,2013,D3,5.955606
6,2013,D4,6.315381
6,2013,D5,7.153278
6,2013,D6,6.409137
7,2013,D1,5.571805
7,2013,D2,6.539973
7,2013,D3,6.098966
7,2013,D4,6.073101
7,2013,D5,6.636068
7,2013,D6,6.52725
8,2013,D1,5.43272
8,2013,D2,6.294604
8,2013,D3,5.758984
8,2013,D4,6.39175
8,2013,D5,6.748682
8,2013,D6,7.168305
9,2013,D1,4.648251
9,2013,D2,4.883765
9,2013,D3,4.627284
9,2013,D4,4.677617
9,2013,D5,6.391128
9,2013,D6,6.559813
10,2013,D1,5.168999
10,2013,D2,5.826718
10,2013,D3,5.934596
